Time,Height,KineticEnergy
2.412,7.53944,5.16496
2.413,7.54265,5.13348
2.414,7.54584,5.10209
2.415,7.54903,5.0708
2.416,7.5522,5.03961
2.417,7.55537,5.00851
2.418,7.55852,4.97751
2.419,7.56167,4.94661
2.42,7.5648,4.9158
2.421,7.56793,4.88509
2.422,7.57105,4.85447
2.423,7.57415,4.82396
2.424,7.57725,4.79353
2.425,7.58033,4.76321
2.426,7.58341,4.73298
2.427,7.58648,4.70284
2.428,7.58953,4.6728
2.429,7.59258,4.64286
2.43,7.59562,4.61302
2.431,7.59865,4.58327
2.432,7.60166,4.55361
2.433,7.60467,4.52406
2.434,7.60767,4.4946
2.435,7.61066,4.46523
2.436,7.61364,4.43597
2.437,7.61661,4.40679
2.438,7.61957,4.37772
2.439,7.62251,4.34874
2.44,7.62545,4.31986
2.441,7.62838,4.29107
2.442,7.6313,4.26238
2.443,7.63421,4.23378
2.444,7.63711,4.20529
2.445,7.64,4.17688
2.446,7.64288,4.14858
2.447,7.64575,4.12037
2.448,7.64862,4.09226
2.449,7.65147,4.06424
2.45,7.65431,4.03632
2.451,7.65714,4.00849
2.452,7.65996,3.98077
2.453,7.66277,3.95313
2.454,7.66557,3.9256
2.455,7.66837,3.89816
2.456,7.67115,3.87082
2.457,7.67392,3.84357
2.458,7.67668,3.81642
2.459,7.67944,3.78936
2.46,7.68218,3.7624
2.461,7.68491,3.73554
2.462,7.68764,3.70878
2.463,7.69035,3.68211
2.464,7.69306,3.65553
2.465,7.69575,3.62906
2.466,7.69843,3.60268
2.467,7.70111,3.57639
2.468,7.70377,3.5502
2.469,7.70643,3.52411
2.47,7.70907,3.49811
2.471,7.71171,3.47222
2.472,7.71433,3.44641
2.473,7.71695,3.4207
2.474,7.71955,3.39509
2.475,7.72215,3.36958
2.476,7.72474,3.34416
2.477,7.72731,3.31884
2.478,7.72988,3.29361
2.479,7.73244,3.26848
2.48,7.73498,3.24345
2.481,7.73752,3.21851
2.482,7.74005,3.19367
2.483,7.74257,3.16892
2.484,7.74507,3.14428
2.485,7.74757,3.11972
2.486,7.75006,3.09527
2.487,7.75254,3.07091
2.488,7.75501,3.04664
2.489,7.75746,3.02248
2.49,7.75991,2.99841
2.491,7.76235,2.97443
2.492,7.76478,2.95055
2.493,7.7672,2.92677
2.494,7.76961,2.90308
2.495,7.77201,2.87949
2.496,7.7744,2.856
2.497,7.77678,2.8326
2.498,7.77915,2.8093
2.499,7.78151,2.78609
2.5,7.78386,2.76299
2.501,7.7862,2.73997
2.502,7.78853,2.71706
2.503,7.79086,2.69424
2.504,7.79317,2.67151
2.505,7.79547,2.64889
2.506,7.79776,2.62635
2.507,7.80004,2.60392
2.508,7.80232,2.58158
2.509,7.80458,2.55934
2.51,7.80683,2.53719
2.511,7.80907,2.51514
2.512,7.81131,2.49319
2.513,7.81353,2.47133
2.514,7.81574,2.44957
2.515,7.81795,2.4279
2.516,7.82014,2.40633
2.517,7.82232,2.38486
2.518,7.8245,2.36348
2.519,7.82666,2.3422
2.52,7.82882,2.32102
2.521,7.83096,2.29993
2.522,7.8331,2.27894
2.523,7.83522,2.25804
2.524,7.83734,2.23724
2.525,7.83944,2.21654
2.526,7.84154,2.19593
2.527,7.84362,2.17542
2.528,7.8457,2.15501
2.529,7.84777,2.13469
2.53,7.84982,2.11447
2.531,7.85187,2.09434
2.532,7.85391,2.07432
2.533,7.85593,2.05438
2.534,7.85795,2.03455
2.535,7.85996,2.0148
2.536,7.86196,1.99516
2.537,7.86394,1.97561
2.538,7.86592,1.95616
2.539,7.86789,1.9368
2.54,7.86985,1.91755
2.541,7.8718,1.89838
2.542,7.87373,1.87932
2.543,7.87566,1.86034
2.544,7.87758,1.84147
2.545,7.87949,1.82269
2.546,7.88139,1.80401
2.547,7.88328,1.78542
2.548,7.88516,1.76693
2.549,7.88703,1.74854
2.55,7.88889,1.73024
2.551,7.89074,1.71204
2.552,7.89258,1.69394
2.553,7.89441,1.67593
2.554,7.89623,1.65802
2.555,7.89805,1.6402
2.556,7.89985,1.62248
2.557,7.90164,1.60486
2.558,7.90342,1.58733
2.559,7.90519,1.5699
2.56,7.90695,1.55257
2.561,7.90871,1.53533
2.562,7.91045,1.51819
2.563,7.91218,1.50114
2.564,7.9139,1.48419
2.565,7.91562,1.46734
2.566,7.91732,1.45058
2.567,7.91901,1.43392
2.568,7.9207,1.41735
2.569,7.92237,1.40088
2.57,7.92404,1.38451
2.571,7.92569,1.36824
2.572,7.92733,1.35206
2.573,7.92897,1.33597
2.574,7.93059,1.31999
2.575,7.93221,1.30409
2.576,7.93381,1.2883
2.577,7.93541,1.2726
2.578,7.937,1.257
2.579,7.93857,1.24149
2.58,7.94014,1.22608
2.581,7.94169,1.21077
2.582,7.94324,1.19555
2.583,7.94478,1.18043
2.584,7.9463,1.1654
2.585,7.94782,1.15048
2.586,7.94933,1.13564
2.587,7.95082,1.12091
2.588,7.95231,1.10627
2.589,7.95379,1.09172
2.59,7.95526,1.07728
2.591,7.95671,1.06292
2.592,7.95816,1.04867
2.593,7.9596,1.03451
2.594,7.96103,1.02045
2.595,7.96245,1.00648
2.596,7.96386,0.99261
2.597,7.96526,0.978836
2.598,7.96665,0.965159
2.599,7.96803,0.951577
2.6,7.9694,0.938092
2.601,7.97076,0.924703
2.602,7.97211,0.91141
2.603,7.97345,0.898214
2.604,7.97478,0.885113
2.605,7.9761,0.872109
2.606,7.97741,0.859201
2.607,7.97871,0.84639
2.608,7.98,0.833674
2.609,7.98128,0.821055
2.61,7.98255,0.808532
2.611,7.98382,0.796106
2.612,7.98507,0.783775
2.613,7.98631,0.771541
2.614,7.98754,0.759403
2.615,7.98876,0.747362
2.616,7.98998,0.735416
2.617,7.99118,0.723567
2.618,7.99237,0.711814
2.619,7.99356,0.700157
2.62,7.99473,0.688596
2.621,7.99589,0.677132
2.622,7.99705,0.665764
2.623,7.99819,0.654492
2.624,7.99933,0.643317
2.625,8.00045,0.632237
2.626,8.00157,0.621254
2.627,8.00267,0.610367
2.628,8.00377,0.599577
2.629,8.00485,0.588882
2.63,8.00593,0.578284
2.631,8.00699,0.567782
2.632,8.00805,0.557377
2.633,8.00909,0.547067
2.634,8.01013,0.536854
2.635,8.01116,0.526737
2.636,8.01217,0.516716
2.637,8.01318,0.506792
2.638,8.01418,0.496963
2.639,8.01516,0.487231
2.64,8.01614,0.477595
2.641,8.01711,0.468056
2.642,8.01807,0.458613
2.643,8.01901,0.449265
2.644,8.01995,0.440015
2.645,8.02088,0.43086
2.646,8.0218,0.421802
2.647,8.02271,0.412839
2.648,8.02361,0.403973
2.649,8.0245,0.395204
2.65,8.02537,0.38653
2.651,8.02624,0.377953
2.652,8.0271,0.369472
2.653,8.02795,0.361087
2.654,8.02879,0.352799
2.655,8.02962,0.344607
2.656,8.03044,0.336511
2.657,8.03125,0.328511
2.658,8.03206,0.320607
2.659,8.03285,0.3128
2.66,8.03363,0.305089
2.661,8.0344,0.297474
2.662,8.03516,0.289955
2.663,8.03591,0.282533
2.664,8.03665,0.275207
2.665,8.03739,0.267977
2.666,8.03811,0.260843
2.667,8.03882,0.253806
2.668,8.03952,0.246865
2.669,8.04022,0.24002
2.67,8.0409,0.233271
2.671,8.04157,0.226618
2.672,8.04224,0.220062
2.673,8.04289,0.213602
2.674,8.04353,0.207238
2.675,8.04417,0.200971
2.676,8.04479,0.1948
2.677,8.04541,0.188724
2.678,8.04601,0.182746
2.679,8.04661,0.176863
2.68,8.04719,0.171077
2.681,8.04777,0.165386
2.682,8.04833,0.159793
2.683,8.04889,0.154295
2.684,8.04943,0.148894
2.685,8.04997,0.143588
2.686,8.05049,0.138379
2.687,8.05101,0.133267
2.688,8.05152,0.12825
2.689,8.05201,0.12333
2.69,8.0525,0.118506
2.691,8.05298,0.113778
2.692,8.05344,0.109147
2.693,8.0539,0.104611
2.694,8.05435,0.100172
2.695,8.05479,0.0958295
2.696,8.05522,0.0915829
2.697,8.05563,0.0874325
2.698,8.05604,0.0833784
2.699,8.05644,0.0794205
2.7,8.05683,0.0755589
2.701,8.05721,0.0717935
2.702,8.05758,0.0681243
2.703,8.05794,0.0645514
2.704,8.05829,0.0610747
2.705,8.05863,0.0576942
2.706,8.05896,0.05441
2.707,8.05928,0.051222
2.708,8.05959,0.0481302
2.709,8.05989,0.0451347
2.71,8.06018,0.0422354
2.711,8.06046,0.0394324
2.712,8.06073,0.0367256
2.713,8.06099,0.034115
2.714,8.06124,0.0316006
2.715,8.06148,0.0291825
2.716,8.06171,0.0268607
2.717,8.06194,0.024635
2.718,8.06215,0.0225056
2.719,8.06235,0.0204725
2.72,8.06254,0.0185356
2.721,8.06273,0.0166949
2.722,8.0629,0.0149504
2.723,8.06306,0.0133022
2.724,8.06322,0.0117502
2.725,8.06336,0.0102945
2.726,8.06349,0.00893499
2.727,8.06362,0.00767172
2.728,8.06373,0.00650469
2.729,8.06384,0.00543389
2.73,8.06393,0.00445933
2.731,8.06401,0.00358101
2.732,8.06409,0.00279892
2.733,8.06415,0.00211306
2.734,8.06421,0.00152345
2.735,8.06425,0.00103007
2.736,8.06429,0.000632921
2.737,8.06432,0.000332012
2.738,8.06433,0.000127339
2.739,8.06434,1.8903e-05
2.74,8.06433,6.70269e-06
2.741,8.06432,9.07385e-05
2.742,8.0643,0.00027101
2.743,8.06426,0.000547518
2.744,8.06422,0.000920262
2.745,8.06417,0.00138924
2.746,8.06411,0.00195446
2.747,8.06403,0.00261591
2.748,8.06395,0.0033736
2.749,8.06386,0.00422752
2.75,8.06376,0.00517768
2.751,8.06365,0.00622408
2.752,8.06353,0.00736671
2.753,8.06339,0.00860558
2.754,8.06325,0.00994069
2.755,8.0631,0.011372
2.756,8.06294,0.0128996
2.757,8.06277,0.0145234
2.758,8.06259,0.0162435
2.759,8.0624,0.0180598
2.76,8.0622,0.0199723
2.761,8.06199,0.021981
2.762,8.06177,0.024086
2.763,8.06154,0.0262873
2.764,8.0613,0.0285847
2.765,8.06105,0.0309784
2.766,8.0608,0.0334684
2.767,8.06053,0.0360545
2.768,8.06025,0.0387369
2.769,8.05996,0.0415156
2.77,8.05966,0.0443905
2.771,8.05936,0.0473616
2.772,8.05904,0.050429
2.773,8.05871,0.0535925
2.774,8.05837,0.0568524
2.775,8.05803,0.0602084
2.776,8.05767,0.0636607
2.777,8.0573,0.0672093
2.778,8.05693,0.070854
2.779,8.05654,0.074595
2.78,8.05614,0.0784323
2.781,8.05574,0.0823658
2.782,8.05532,0.0863955
2.783,8.0549,0.0905214
2.784,8.05446,0.0947436
2.785,8.05402,0.0990621
2.786,8.05356,0.103477
2.787,8.0531,0.107988
2.788,8.05262,0.112595
2.789,8.05214,0.117298
2.79,8.05164,0.122098
2.791,8.05114,0.126994
2.792,8.05063,0.131986
2.793,8.0501,0.137074
2.794,8.04957,0.142258
2.795,8.04903,0.147539
2.796,8.04847,0.152916
2.797,8.04791,0.15839
2.798,8.04734,0.163959
2.799,8.04675,0.169625
2.8,8.04616,0.175387
2.801,8.04556,0.181245
2.802,8.04495,0.187199
2.803,8.04433,0.19325
2.804,8.0437,0.199397
2.805,8.04305,0.20564
2.806,8.0424,0.211979
2.807,8.04174,0.218415
2.808,8.04107,0.224947
2.809,8.04039,0.231575
2.81,8.0397,0.238299
2.811,8.039,0.24512
2.812,8.03829,0.252037
2.813,8.03757,0.25905
2.814,8.03684,0.266159
2.815,8.0361,0.273365
2.816,8.03535,0.280666
2.817,8.03459,0.288064
2.818,8.03382,0.295559
2.819,8.03305,0.303149
2.82,8.03226,0.310836
2.821,8.03146,0.318619
2.822,8.03065,0.326498
2.823,8.02983,0.334473
2.824,8.02901,0.342545
2.825,8.02817,0.350713
2.826,8.02732,0.358977
2.827,8.02646,0.367337
2.828,8.0256,0.375794
2.829,8.02472,0.384346
2.83,8.02383,0.392996
2.831,8.02294,0.401741
2.832,8.02203,0.410582
2.833,8.02111,0.41952
2.834,8.02019,0.428554
2.835,8.01925,0.437684
2.836,8.01831,0.446911
2.837,8.01735,0.456233
2.838,8.01639,0.465652
2.839,8.01541,0.475168
2.84,8.01443,0.484779
2.841,8.01343,0.494487
2.842,8.01243,0.504291
2.843,8.01141,0.514191
2.844,8.01039,0.524187
2.845,8.00936,0.53428
2.846,8.00831,0.544468
2.847,8.00726,0.554753
2.848,8.0062,0.565135
2.849,8.00512,0.575612
2.85,8.00404,0.586186
2.851,8.00295,0.596856
2.852,8.00185,0.607622
2.853,8.00073,0.618485
2.854,7.99961,0.629444
2.855,7.99848,0.640498
2.856,7.99734,0.65165
2.857,7.99619,0.662897
2.858,7.99503,0.674241
2.859,7.99386,0.685681
2.86,7.99267,0.697217
2.861,7.99148,0.708849
2.862,7.99028,0.720578
2.863,7.98907,0.732403
2.864,7.98785,0.744324
2.865,7.98662,0.756341
2.866,7.98538,0.768454
2.867,7.98413,0.780664
2.868,7.98287,0.79297
2.869,7.98161,0.805373
2.87,7.98033,0.817871
2.871,7.97904,0.830466
2.872,7.97774,0.843157
2.873,7.97643,0.855944
2.874,7.97511,0.868827
2.875,7.97378,0.881807
2.876,7.97245,0.894883
2.877,7.9711,0.908055
2.878,7.96974,0.921323
2.879,7.96837,0.934688
2.88,7.967,0.948149
2.881,7.96561,0.961706
2.882,7.96421,0.975359
2.883,7.96281,0.989109
2.884,7.96139,1.00295
2.885,7.95996,1.0169
2.886,7.95853,1.03094
2.887,7.95708,1.04507
2.888,7.95563,1.0593
2.889,7.95416,1.07363
2.89,7.95269,1.08805
2.891,7.9512,1.10257
2.892,7.94971,1.11719
2.893,7.9482,1.1319
2.894,7.94669,1.14671
2.895,7.94516,1.16161
2.896,7.94363,1.17661
2.897,7.94209,1.19171
2.898,7.94053,1.2069
2.899,7.93897,1.22219
2.9,7.9374,1.23758
2.901,7.93581,1.25306
2.902,7.93422,1.26864
2.903,7.93262,1.28431
2.904,7.931,1.30008
2.905,7.92938,1.31595
2.906,7.92775,1.33191
2.907,7.92611,1.34797
2.908,7.92446,1.36412
2.909,7.92279,1.38038
2.91,7.92112,1.39672
2.911,7.91944,1.41317
2.912,7.91775,1.42971
2.913,7.91605,1.44635
2.914,7.91434,1.46308
2.915,7.91262,1.47991
2.916,7.91089,1.49683
2.917,7.90915,1.51385
2.918,7.9074,1.53097
2.919,7.90564,1.54819
2.92,7.90387,1.5655
2.921,7.90209,1.5829
2.922,7.9003,1.60041
2.923,7.8985,1.61801
2.924,7.89669,1.6357
2.925,7.89488,1.65349
2.926,7.89305,1.67138
2.927,7.89121,1.68936
2.928,7.88936,1.70744
2.929,7.8875,1.72562
2.93,7.88564,1.74389
2.931,7.88376,1.76226
2.932,7.88187,1.78073
2.933,7.87997,1.79929
2.934,7.87807,1.81795
2.935,7.87615,1.8367
2.936,7.87422,1.85555
2.937,7.87229,1.8745
2.938,7.87034,1.89354
2.939,7.86839,1.91268
2.94,7.86642,1.93191
2.941,7.86445,1.95124
2.942,7.86246,1.97067
2.943,7.86047,1.99019
2.944,7.85846,2.00981
2.945,7.85645,2.02953
2.946,7.85442,2.04934
2.947,7.85239,2.06925
2.948,7.85034,2.08926
2.949,7.84829,2.10936
2.95,7.84622,2.12956
2.951,7.84415,2.14985
2.952,7.84207,2.17024
2.953,7.83997,2.19072
2.954,7.83787,2.21131
2.955,7.83576,2.23199
2.956,7.83364,2.25276
2.957,7.8315,2.27363
2.958,7.82936,2.2946
2.959,7.82721,2.31566
2.96,7.82505,2.33682
2.961,7.82288,2.35808
2.962,7.82069,2.37943
2.963,7.8185,2.40088
2.964,7.8163,2.42242
2.965,7.81409,2.44406
2.966,7.81187,2.4658
2.967,7.80964,2.48764
2.968,7.8074,2.50956
2.969,7.80515,2.53159
2.97,7.80289,2.55371
2.971,7.80062,2.57593
2.972,7.79834,2.59825
2.973,7.79605,2.62066
2.974,7.79375,2.64316
2.975,7.79144,2.66577
2.976,7.78912,2.68847
2.977,7.7868,2.71126
2.978,7.78446,2.73415
2.979,7.78211,2.75714
2.98,7.77975,2.78023
2.981,7.77738,2.80341
2.982,7.775,2.82668
2.983,7.77262,2.85006
2.984,7.77022,2.87353
2.985,7.76781,2.89709
2.986,7.7654,2.92075
2.987,7.76297,2.94451
2.988,7.76053,2.96837
2.989,7.75809,2.99232
2.99,7.75563,3.01636
2.991,7.75316,3.04051
2.992,7.75069,3.06475
2.993,7.7482,3.08908
2.994,7.74571,3.11351
2.995,7.7432,3.13804
2.996,7.74069,3.16267
2.997,7.73816,3.18739
2.998,7.73563,3.2122
2.999,7.73308,3.23712
3,7.73053,3.26213
3.001,7.72797,3.28723
3.002,7.72539,3.31243
3.003,7.72281,3.33773
3.004,7.72021,3.36312
3.005,7.71761,3.38861
3.006,7.715,3.4142
3.007,7.71237,3.43988
3.008,7.70974,3.46566
3.009,7.7071,3.49154
3.01,7.70445,3.51751
3.011,7.70178,3.54358
3.012,7.69911,3.56974
3.013,7.69643,3.596
3.014,7.69374,3.62236
3.015,7.69104,3.64881
3.016,7.68833,3.67536
3.017,7.68561,3.70201
3.018,7.68287,3.72875
3.019,7.68013,3.75558
3.02,7.67738,3.78252
3.021,7.67462,3.80955
3.022,7.67185,3.83668
3.023,7.66907,3.8639
3.024,7.66628,3.89122
3.025,7.66348,3.91863
3.026,7.66067,3.94614
3.027,7.65786,3.97375
3.028,7.65503,4.00145
3.029,7.65219,4.02925
3.03,7.64934,4.05715
3.031,7.64648,4.08514
3.032,7.64361,4.11323
3.033,7.64074,4.14142
3.034,7.63785,4.1697
3.035,7.63495,4.19808
3.036,7.63204,4.22655
3.037,7.62912,4.25512
3.038,7.6262,4.28379
3.039,7.62326,4.31255
3.04,7.62031,4.34141
3.041,7.61736,4.37036
3.042,7.61439,4.39941
3.043,7.61142,4.42856
3.044,7.60843,4.4578
3.045,7.60543,4.48714
3.046,7.60243,4.51658
3.047,7.59941,4.54611
3.048,7.59639,4.57574
3.049,7.59335,4.60546
3.05,7.59031,4.63529
3.051,7.58725,4.6652
3.052,7.58419,4.69522
3.053,7.58112,4.72533
3.054,7.57803,4.75553
3.055,7.57494,4.78583
3.056,7.57183,4.81623
3.057,7.56872,4.84673
3.058,7.5656,4.87732
3.059,7.56246,4.90801
3.06,7.55932,4.93879
3.061,7.55617,4.96967
3.062,7.55301,5.00064
3.063,7.54983,5.03172
3.064,7.54665,5.06288
3.065,7.54346,5.09415
3.066,7.54026,5.12551
3.067,7.53705,5.15697
3.068,7.53383,5.18852
3.069,7.53059,5.22017
3.07,7.52735,5.25192
3.071,7.5241,5.28376
3.072,7.52084,5.3157
3.073,7.51757,5.34773
3.074,7.51429,5.37986
3.075,7.511,5.41209
3.076,7.5077,5.44441
3.077,7.50439,5.47683
3.078,7.50107,5.50935
3.079,7.49774,5.54196
3.08,7.4944,5.57467
3.081,7.49105,5.60747
3.082,7.4877,5.64037
3.083,7.48433,5.67337
3.084,7.48095,5.70646
3.085,7.47756,5.73965
3.086,7.47416,5.77293
3.087,7.47076,5.80632
3.088,7.46734,5.83979
3.089,7.46391,5.87337
3.09,7.46047,5.90704
3.091,7.45703,5.94081
3.092,7.45357,5.97467
3.093,7.4501,6.00863
3.094,7.44663,6.04268
3.095,7.44314,6.07683
3.096,7.43964,6.11108
3.097,7.43614,6.14543
3.098,7.43262,6.17987
3.099,7.4291,6.2144
3.1,7.42556,6.24904
3.101,7.42202,6.28377
3.102,7.41846,6.31859
3.103,7.4149,6.35351
3.104,7.41132,6.38853
3.105,7.40774,6.42364
3.106,7.40414,6.45885
3.107,7.40054,6.49416
3.108,7.39693,6.52956
3.109,7.3933,6.56506
3.11,7.38967,6.60066
3.111,7.38603,6.63635
3.112,7.38237,6.67214
3.113,7.37871,6.70802
3.114,7.37504,6.744
3.115,7.37136,6.78008
3.116,7.36766,6.81625
3.117,7.36396,6.85252
3.118,7.36025,6.88888
3.119,7.35653,6.92534
3.12,7.3528,6.9619
3.121,7.34906,6.99856
3.122,7.3453,7.03531
3.123,7.34154,7.07215
3.124,7.33777,7.10909
3.125,7.33399,7.14613
3.126,7.3302,7.18327
3.127,7.3264,7.2205
3.128,7.32259,7.25783
3.129,7.31877,7.29525
3.13,7.31494,7.33277
3.131,7.3111,7.37039
3.132,7.30725,7.4081
3.133,7.3034,7.44591
3.134,7.29953,7.48381
3.135,7.29565,7.52181
3.136,7.29176,7.55991
3.137,7.28786,7.5981
3.138,7.28395,7.63639
3.139,7.28004,7.67478
3.14,7.27611,7.71326
3.141,7.27217,7.75184
3.142,7.26822,7.79051
3.143,7.26427,7.82929
3.144,7.2603,7.86815
3.145,7.25632,7.90712
3.146,7.25234,7.94618
3.147,7.24834,7.98533
3.148,7.24433,8.02458
3.149,7.24032,8.06393
3.15,7.23629,8.10338
3.151,7.23226,8.14292
3.152,7.22821,8.18256
3.153,7.22416,8.22229
3.154,7.22009,8.26212
3.155,7.21602,8.30204
3.156,7.21193,8.34207
3.157,7.20784,8.38218
3.158,7.20373,8.4224
3.159,7.19962,8.46271
3.16,7.19549,8.50312
3.161,7.19136,8.54362
3.162,7.18722,8.58422
3.163,7.18306,8.62491
3.164,7.1789,8.66571
3.165,7.17473,8.70659
3.166,7.17055,8.74758
3.167,7.16635,8.78866
3.168,7.16215,8.82984
3.169,7.15794,8.87111
3.17,7.15372,8.91248
3.171,7.14948,8.95394
3.172,7.14524,8.99551
3.173,7.14099,9.03716
3.174,7.13673,9.07892
3.175,7.13246,9.12077
3.176,7.12818,9.16272
3.177,7.12389,9.20476
3.178,7.11959,9.2469
3.179,7.11528,9.28913
3.18,7.11096,9.33146
3.181,7.10663,9.37389
3.182,7.10229,9.41642
3.183,7.09794,9.45904
3.184,7.09358,9.50175
3.185,7.08921,9.54457
3.186,7.08483,9.58748
3.187,7.08044,9.63048
3.188,7.07604,9.67358
3.189,7.07164,9.71678
3.19,7.06722,9.76007
3.191,7.06279,9.80347
3.192,7.05835,9.84695
3.193,7.0539,9.89053
3.194,7.04945,9.93421
3.195,7.04498,9.97799
3.196,7.0405,10.0219
3.197,7.03602,10.0658
3.198,7.03152,10.1099
3.199,7.02701,10.1541
3.2,7.0225,10.1983
3.201,7.01797,10.2427
3.202,7.01343,10.2871
3.203,7.00889,10.3317
3.204,7.00433,10.3763
3.205,6.99977,10.421
3.206,6.99519,10.4659
3.207,6.99061,10.5108
3.208,6.98601,10.5558
3.209,6.98141,10.6009
3.21,6.97679,10.6462
3.211,6.97217,10.6915
3.212,6.96754,10.7369
3.213,6.96289,10.7824
3.214,6.95824,10.828
3.215,6.95357,10.8737
3.216,6.9489,10.9195
3.217,6.94422,10.9654
3.218,6.93953,11.0114
3.219,6.93482,11.0575
3.22,6.93011,11.1036
3.221,6.92539,11.1499
3.222,6.92066,11.1963
3.223,6.91591,11.2428
3.224,6.91116,11.2893
3.225,6.9064,11.336
3.226,6.90163,11.3828
3.227,6.89685,11.4296
3.228,6.89206,11.4766
3.229,6.88726,11.5236
3.23,6.88245,11.5708
3.231,6.87763,11.618
3.232,6.8728,11.6653
3.233,6.86796,11.7128
3.234,6.86311,11.7603
3.235,6.85825,11.8079
3.236,6.85338,11.8556
3.237,6.8485,11.9034
3.238,6.84361,11.9514
3.239,6.83871,11.9994
3.24,6.8338,12.0475
3.241,6.82888,12.0957
3.242,6.82395,12.144
3.243,6.81902,12.1924
3.244,6.81407,12.2409
3.245,6.80911,12.2895
3.246,6.80414,12.3381
3.247,6.79917,12.3869
3.248,6.79418,12.4358
3.249,6.78918,12.4848
3.25,6.78418,12.5338
3.251,6.77916,12.583
3.252,6.77413,12.6323
3.253,6.7691,12.6816
3.254,6.76405,12.7311
3.255,6.75899,12.7806
3.256,6.75393,12.8303
3.257,6.74885,12.88
3.258,6.74377,12.9298
3.259,6.73867,12.9798
3.26,6.73357,13.0298
3.261,6.72845,13.0799
3.262,6.72333,13.1302
3.263,6.71819,13.1805
3.264,6.71305,13.2309
3.265,6.7079,13.2814
3.266,6.70273,13.332
3.267,6.69756,13.3827
3.268,6.69238,13.4335
3.269,6.68718,13.4844
3.27,6.68198,13.5354
3.271,6.67677,13.5865
3.272,6.67154,13.6377
3.273,6.66631,13.689
3.274,6.66107,13.7403
3.275,6.65582,13.7918
3.276,6.65056,13.8434
3.277,6.64528,13.895
3.278,6.64,13.9468
3.279,6.63471,13.9987
3.28,6.62941,14.0506
3.281,6.6241,14.1027
3.282,6.61878,14.1548
3.283,6.61345,14.2071
3.284,6.60811,14.2594
3.285,6.60276,14.3118
3.286,6.5974,14.3644
3.287,6.59203,14.417
3.288,6.58665,14.4697
3.289,6.58126,14.5226
3.29,6.57586,14.5755
3.291,6.57045,14.6285
3.292,6.56503,14.6816
3.293,6.5596,14.7348
3.294,6.55417,14.7881
3.295,6.54872,14.8415
3.296,6.54326,14.895
3.297,6.53779,14.9486
3.298,6.53231,15.0023
3.299,6.52683,15.0561
3.3,6.52133,15.1099
3.301,6.51582,15.1639
3.302,6.51031,15.218
3.303,6.50478,15.2722
3.304,6.49924,15.3264
3.305,6.4937,15.3808
3.306,6.48814,15.4352
3.307,6.48257,15.4898
3.308,6.477,15.5444
3.309,6.47141,15.5992
3.31,6.46582,15.654
3.311,6.46021,15.709
3.312,6.4546,15.764
3.313,6.44897,15.8191
3.314,6.44334,15.8744
3.315,6.43769,15.9297
3.316,6.43204,15.9851
3.317,6.42637,16.0406
3.318,6.4207,16.0962
3.319,6.41502,16.1519
3.32,6.40932,16.2078
3.321,6.40362,16.2637
3.322,6.39791,16.3196
3.323,6.39218,16.3757
3.324,6.38645,16.4319
3.325,6.38071,16.4882
3.326,6.37496,16.5446
3.327,6.36919,16.6011
3.328,6.36342,16.6577
3.329,6.35764,16.7143
3.33,6.35185,16.7711
3.331,6.34605,16.828
3.332,6.34024,16.8849
3.333,6.33442,16.942
3.334,6.32859,16.9991
3.335,6.32274,17.0564
3.336,6.31689,17.1137
3.337,6.31103,17.1712
3.338,6.30516,17.2287
3.339,6.29928,17.2863
3.34,6.29339,17.3441
3.341,6.2875,17.4019
3.342,6.28159,17.4598
3.343,6.27567,17.5178
3.344,6.26974,17.5759
3.345,6.2638,17.6341
3.346,6.25785,17.6925
3.347,6.25189,17.7509
3.348,6.24592,17.8094
3.349,6.23995,17.868
3.35,6.23396,17.9266
3.351,6.22796,17.9854
3.352,6.22195,18.0443
3.353,6.21594,18.1033
3.354,6.20991,18.1624
3.355,6.20387,18.2215
3.356,6.19783,18.2808
3.357,6.19177,18.3402
3.358,6.1857,18.3996
3.359,6.17963,18.4592
3.36,6.17354,18.5189
3.361,6.16745,18.5786
3.362,6.16134,18.6385
3.363,6.15522,18.6984
3.364,6.1491,18.7584
3.365,6.14296,18.8186
3.366,6.13682,18.8788
3.367,6.13067,18.9391
3.368,6.1245,18.9996
3.369,6.11833,19.0601
3.37,6.11214,19.1207
3.371,6.10595,19.1814
3.372,6.09975,19.2422
3.373,6.09353,19.3031
3.374,6.08731,19.3641
3.375,6.08108,19.4252
3.376,6.07483,19.4864
3.377,6.06858,19.5477
3.378,6.06232,19.6091
3.379,6.05605,19.6706
3.38,6.04976,19.7321
3.381,6.04347,19.7938
3.382,6.03717,19.8556
3.383,6.03086,19.9175
3.384,6.02454,19.9794
3.385,6.01821,20.0415
3.386,6.01187,20.1036
3.387,6.00551,20.1659
3.388,5.99915,20.2282
3.389,5.99278,20.2907
3.39,5.9864,20.3532
3.391,5.98001,20.4159
3.392,5.97361,20.4786
3.393,5.9672,20.5414
3.394,5.96078,20.6044
3.395,5.95436,20.6674
3.396,5.94792,20.7305
3.397,5.94147,20.7937
3.398,5.93501,20.857
3.399,5.92854,20.9204
3.4,5.92206,20.9839
3.401,5.91557,21.0475
3.402,5.90908,21.1112
3.403,5.90257,21.175
3.404,5.89605,21.2389
3.405,5.88952,21.3029
3.406,5.88299,21.367
