Time,Height,KineticEnergy
0,10,0
0.001,9.99999,4.81181e-05
0.002,9.99997,0.000192472
0.003,9.99994,0.000433062
0.004,9.9999,0.000769889
0.005,9.99985,0.00120295
0.006,9.99979,0.00173225
0.007,9.99973,0.00235778
0.008,9.99965,0.00307956
0.009,9.99956,0.00389756
0.01,9.99946,0.00481181
0.011,9.99935,0.00582228
0.012,9.99923,0.006929
0.013,9.99911,0.00813195
0.014,9.99897,0.00943114
0.015,9.99882,0.0108266
0.016,9.99867,0.0123182
0.017,9.9985,0.0139061
0.018,9.99832,0.0155902
0.019,9.99814,0.0173706
0.02,9.99794,0.0192472
0.021,9.99773,0.0212201
0.022,9.99752,0.0232891
0.023,9.99729,0.0254544
0.024,9.99706,0.027716
0.025,9.99681,0.0300738
0.026,9.99656,0.0325278
0.027,9.99629,0.0350781
0.028,9.99602,0.0377246
0.029,9.99573,0.0404673
0.03,9.99544,0.0433062
0.031,9.99513,0.0462414
0.032,9.99482,0.0492729
0.033,9.9945,0.0524006
0.034,9.99416,0.0556245
0.035,9.99382,0.0589446
0.036,9.99347,0.062361
0.037,9.9931,0.0658736
0.038,9.99273,0.0694825
0.039,9.99235,0.0731876
0.04,9.99196,0.0769889
0.041,9.99155,0.0808864
0.042,9.99114,0.0848802
0.043,9.99072,0.0889703
0.044,9.99029,0.0931565
0.045,9.98985,0.0974391
0.046,9.9894,0.101818
0.047,9.98893,0.106293
0.048,9.98846,0.110864
0.049,9.98798,0.115531
0.05,9.98749,0.120295
0.051,9.98699,0.125155
0.052,9.98648,0.130111
0.053,9.98596,0.135164
0.054,9.98543,0.140312
0.055,9.98489,0.145557
0.056,9.98434,0.150898
0.057,9.98378,0.156336
0.058,9.98322,0.161869
0.059,9.98264,0.167499
0.06,9.98205,0.173225
0.061,9.98145,0.179047
0.062,9.98084,0.184966
0.063,9.98022,0.190981
0.064,9.9796,0.197092
0.065,9.97896,0.203299
0.066,9.97831,0.209602
0.067,9.97765,0.216002
0.068,9.97699,0.222498
0.069,9.97631,0.22909
0.07,9.97562,0.235778
0.071,9.97493,0.242563
0.072,9.97422,0.249444
0.073,9.9735,0.256421
0.074,9.97278,0.263494
0.075,9.97204,0.270664
0.076,9.9713,0.27793
0.077,9.97054,0.285292
0.078,9.96978,0.29275
0.079,9.969,0.300305
0.08,9.96822,0.307956
0.081,9.96742,0.315703
0.082,9.96662,0.323546
0.083,9.9658,0.331485
0.084,9.96498,0.339521
0.085,9.96414,0.347653
0.086,9.9633,0.355881
0.087,9.96245,0.364206
0.088,9.96158,0.372626
0.089,9.96071,0.381143
0.09,9.95983,0.389756
0.091,9.95894,0.398466
0.092,9.95803,0.407271
0.093,9.95712,0.416173
0.094,9.9562,0.425171
0.095,9.95527,0.434265
0.096,9.95432,0.443456
0.097,9.95337,0.452743
0.098,9.95241,0.462126
0.099,9.95144,0.471605
0.1,9.95046,0.48118
0.101,9.94947,0.490852
0.102,9.94847,0.50062
0.103,9.94746,0.510484
0.104,9.94644,0.520445
0.105,9.94541,0.530502
0.106,9.94437,0.540654
0.107,9.94332,0.550904
0.108,9.94226,0.561249
0.109,9.94119,0.571691
0.11,9.94011,0.582228
0.111,9.93902,0.592862
0.112,9.93792,0.603593
0.113,9.93681,0.614419
0.114,9.9357,0.625342
0.115,9.93457,0.636361
0.116,9.93343,0.647476
0.117,9.93228,0.658688
0.118,9.93112,0.669996
0.119,9.92996,0.6814
0.12,9.92878,0.6929
0.121,9.92759,0.704496
0.122,9.9264,0.716189
0.123,9.92519,0.727978
0.124,9.92397,0.739863
0.125,9.92275,0.751845
0.126,9.92151,0.763922
0.127,9.92026,0.776096
0.128,9.91901,0.788366
0.129,9.91774,0.800732
0.13,9.91647,0.813195
0.131,9.91518,0.825754
0.132,9.91389,0.838409
0.133,9.91258,0.85116
0.134,9.91127,0.864008
0.135,9.90994,0.876951
0.136,9.90861,0.889991
0.137,9.90727,0.903128
0.138,9.90591,0.91636
0.139,9.90455,0.929689
0.14,9.90318,0.943114
0.141,9.90179,0.956635
0.142,9.9004,0.970252
0.143,9.899,0.983966
0.144,9.89758,0.997776
0.145,9.89616,1.01168
0.146,9.89473,1.02568
0.147,9.89329,1.03978
0.148,9.89183,1.05398
0.149,9.89037,1.06827
0.15,9.8889,1.08266
0.151,9.88742,1.09714
0.152,9.88593,1.11172
0.153,9.88443,1.1264
0.154,9.88292,1.14117
0.155,9.8814,1.15604
0.156,9.87987,1.171
0.157,9.87833,1.18606
0.158,9.87678,1.20122
0.159,9.87522,1.21647
0.16,9.87365,1.23182
0.161,9.87207,1.24727
0.162,9.87048,1.26281
0.163,9.86888,1.27845
0.164,9.86727,1.29418
0.165,9.86565,1.31001
0.166,9.86402,1.32594
0.167,9.86239,1.34196
0.168,9.86074,1.35808
0.169,9.85908,1.3743
0.17,9.85741,1.39061
0.171,9.85573,1.40702
0.172,9.85405,1.42352
0.173,9.85235,1.44013
0.174,9.85064,1.45682
0.175,9.84893,1.47362
0.176,9.8472,1.4905
0.177,9.84546,1.50749
0.178,9.84372,1.52457
0.179,9.84196,1.54175
0.18,9.8402,1.55902
0.181,9.83842,1.5764
0.182,9.83663,1.59386
0.183,9.83484,1.61143
0.184,9.83303,1.62908
0.185,9.83122,1.64684
0.186,9.82939,1.66469
0.187,9.82756,1.68264
0.188,9.82572,1.70068
0.189,9.82386,1.71882
0.19,9.822,1.73706
0.191,9.82012,1.75539
0.192,9.81824,1.77382
0.193,9.81635,1.79235
0.194,9.81444,1.81097
0.195,9.81253,1.82969
0.196,9.81061,1.8485
0.197,9.80868,1.86741
0.198,9.80673,1.88642
0.199,9.80478,1.90552
0.2,9.80282,1.92472
0.201,9.80085,1.94402
0.202,9.79887,1.96341
0.203,9.79687,1.9829
0.204,9.79487,2.00248
0.205,9.79286,2.02216
0.206,9.79084,2.04194
0.207,9.78881,2.06181
0.208,9.78677,2.08178
0.209,9.78472,2.10184
0.21,9.78266,2.12201
0.211,9.78059,2.14226
0.212,9.77851,2.16262
0.213,9.77642,2.18307
0.214,9.77432,2.20361
0.215,9.77221,2.22426
0.216,9.77009,2.245
0.217,9.76796,2.26583
0.218,9.76583,2.28676
0.219,9.76368,2.30779
0.22,9.76152,2.32891
0.221,9.75935,2.35013
0.222,9.75717,2.37145
0.223,9.75499,2.39286
0.224,9.75279,2.41437
0.225,9.75058,2.43598
0.226,9.74836,2.45768
0.227,9.74614,2.47947
0.228,9.7439,2.50137
0.229,9.74165,2.52336
0.23,9.7394,2.54544
0.231,9.73713,2.56763
0.232,9.73486,2.58991
0.233,9.73257,2.61228
0.234,9.73027,2.63475
0.235,9.72797,2.65732
0.236,9.72565,2.67998
0.237,9.72333,2.70274
0.238,9.72099,2.7256
0.239,9.71865,2.74855
0.24,9.71629,2.7716
0.241,9.71393,2.79474
0.242,9.71156,2.81799
0.243,9.70917,2.84132
0.244,9.70678,2.86476
0.245,9.70438,2.88829
0.246,9.70196,2.91191
0.247,9.69954,2.93563
0.248,9.69711,2.95945
0.249,9.69466,2.98337
0.25,9.69221,3.00738
0.251,9.68975,3.03149
0.252,9.68728,3.05569
0.253,9.68479,3.07999
0.254,9.6823,3.10438
0.255,9.6798,3.12888
0.256,9.67729,3.15346
0.257,9.67477,3.17815
0.258,9.67224,3.20293
0.259,9.6697,3.22781
0.26,9.66715,3.25278
0.261,9.66459,3.27785
0.262,9.66202,3.30302
0.263,9.65944,3.32828
0.264,9.65685,3.35364
0.265,9.65425,3.37909
0.266,9.65164,3.40464
0.267,9.64902,3.43029
0.268,9.64639,3.45603
0.269,9.64375,3.48187
0.27,9.6411,3.50781
0.271,9.63844,3.53384
0.272,9.63577,3.55997
0.273,9.6331,3.58619
0.274,9.63041,3.61251
0.275,9.62771,3.63893
0.276,9.625,3.66544
0.277,9.62229,3.69205
0.278,9.61956,3.71876
0.279,9.61682,3.74556
0.28,9.61407,3.77246
0.281,9.61132,3.79945
0.282,9.60855,3.82654
0.283,9.60578,3.85373
0.284,9.60299,3.88101
0.285,9.60019,3.90839
0.286,9.59739,3.93586
0.287,9.59457,3.96344
0.288,9.59175,3.9911
0.289,9.58891,4.01887
0.29,9.58607,4.04673
0.291,9.58321,4.07468
0.292,9.58035,4.10274
0.293,9.57747,4.13089
0.294,9.57459,4.15913
0.295,9.5717,4.18747
0.296,9.56879,4.21591
0.297,9.56588,4.24445
0.298,9.56295,4.27308
0.299,9.56002,4.3018
0.3,9.55708,4.33062
0.301,9.55413,4.35954
0.302,9.55116,4.38856
0.303,9.54819,4.41767
0.304,9.54521,4.44688
0.305,9.54222,4.47618
0.306,9.53921,4.50558
0.307,9.5362,4.53508
0.308,9.53318,4.56467
0.309,9.53015,4.59436
0.31,9.52711,4.62414
0.311,9.52406,4.65403
0.312,9.521,4.684
0.313,9.51793,4.71408
0.314,9.51485,4.74425
0.315,9.51176,4.77451
0.316,9.50866,4.80488
0.317,9.50555,4.83533
0.318,9.50243,4.86589
0.319,9.4993,4.89654
0.32,9.49616,4.92729
0.321,9.49301,4.95813
0.322,9.48985,4.98907
0.323,9.48668,5.02011
0.324,9.4835,5.05124
0.325,9.48032,5.08247
0.326,9.47712,5.11379
0.327,9.47391,5.14521
0.328,9.47069,5.17673
0.329,9.46746,5.20835
0.33,9.46423,5.24006
0.331,9.46098,5.27186
0.332,9.45772,5.30376
0.333,9.45446,5.33576
0.334,9.45118,5.36786
0.335,9.44789,5.40005
0.336,9.4446,5.43234
0.337,9.44129,5.46472
0.338,9.43798,5.4972
0.339,9.43465,5.52977
0.34,9.43131,5.56245
0.341,9.42797,5.59521
0.342,9.42461,5.62808
0.343,9.42125,5.66104
0.344,9.41787,5.6941
0.345,9.41449,5.72725
0.346,9.4111,5.7605
0.347,9.40769,5.79385
0.348,9.40428,5.82729
0.349,9.40085,5.86083
0.35,9.39742,5.89446
0.351,9.39398,5.92819
0.352,9.39052,5.96202
0.353,9.38706,5.99594
0.354,9.38359,6.02996
0.355,9.38011,6.06408
0.356,9.37661,6.09829
0.357,9.37311,6.1326
0.358,9.3696,6.167
0.359,9.36608,6.2015
0.36,9.36255,6.2361
0.361,9.359,6.27079
0.362,9.35545,6.30558
0.363,9.35189,6.34047
0.364,9.34832,6.37545
0.365,9.34474,6.41053
0.366,9.34115,6.4457
0.367,9.33755,6.48097
0.368,9.33394,6.51634
0.369,9.33032,6.5518
0.37,9.32669,6.58736
0.371,9.32305,6.62302
0.372,9.3194,6.65877
0.373,9.31574,6.69462
0.374,9.31207,6.73056
0.375,9.30839,6.7666
0.376,9.30471,6.80274
0.377,9.30101,6.83897
0.378,9.2973,6.8753
0.379,9.29358,6.91172
0.38,9.28985,6.94825
0.381,9.28612,6.98486
0.382,9.28237,7.02158
0.383,9.27861,7.05839
0.384,9.27484,7.0953
0.385,9.27107,7.1323
0.386,9.26728,7.1694
0.387,9.26348,7.20659
0.388,9.25968,7.24388
0.389,9.25586,7.28127
0.39,9.25204,7.31876
0.391,9.2482,7.35634
0.392,9.24436,7.39401
0.393,9.2405,7.43178
0.394,9.23663,7.46965
0.395,9.23276,7.50762
0.396,9.22888,7.54568
0.397,9.22498,7.58384
0.398,9.22108,7.62209
0.399,9.21716,7.66044
0.4,9.21324,7.69889
0.401,9.2093,7.73743
0.402,9.20536,7.77607
0.403,9.20141,7.8148
0.404,9.19744,7.85364
0.405,9.19347,7.89256
0.406,9.18949,7.93159
0.407,9.1855,7.97071
0.408,9.18149,8.00992
0.409,9.17748,8.04924
0.41,9.17346,8.08864
0.411,9.16943,8.12815
0.412,9.16538,8.16775
0.413,9.16133,8.20745
0.414,9.15727,8.24724
0.415,9.1532,8.28713
0.416,9.14912,8.32712
0.417,9.14503,8.3672
0.418,9.14093,8.40738
0.419,9.13682,8.44765
0.42,9.1327,8.48802
0.421,9.12857,8.52849
0.422,9.12443,8.56905
0.423,9.12028,8.60971
0.424,9.11612,8.65047
0.425,9.11195,8.69132
0.426,9.10777,8.73227
0.427,9.10358,8.77332
0.428,9.09938,8.81446
0.429,9.09517,8.85569
0.43,9.09096,8.89703
0.431,9.08673,8.93846
0.432,9.08249,8.97998
0.433,9.07824,9.02161
0.434,9.07399,9.06332
0.435,9.06972,9.10514
0.436,9.06544,9.14705
0.437,9.06115,9.18906
0.438,9.05686,9.23116
0.439,9.05255,9.27336
0.44,9.04823,9.31565
0.441,9.04391,9.35805
0.442,9.03957,9.40053
0.443,9.03523,9.44312
0.444,9.03087,9.4858
0.445,9.0265,9.52858
0.446,9.02213,9.57145
0.447,9.01774,9.61442
0.448,9.01335,9.65749
0.449,9.00894,9.70065
0.45,9.00453,9.74391
0.451,9.00011,9.78726
0.452,8.99567,9.83071
0.453,8.99123,9.87426
0.454,8.98677,9.9179
0.455,8.98231,9.96164
0.456,8.97784,10.0055
0.457,8.97335,10.0494
0.458,8.96886,10.0934
0.459,8.96436,10.1376
0.46,8.95985,10.1818
0.461,8.95532,10.2261
0.462,8.95079,10.2705
0.463,8.94625,10.315
0.464,8.9417,10.3596
0.465,8.93714,10.4043
0.466,8.93256,10.4491
0.467,8.92798,10.494
0.468,8.92339,10.539
0.469,8.91879,10.5841
0.47,8.91418,10.6293
0.471,8.90956,10.6746
0.472,8.90493,10.7199
0.473,8.90029,10.7654
0.474,8.89564,10.811
0.475,8.89098,10.8566
0.476,8.88631,10.9024
0.477,8.88163,10.9483
0.478,8.87694,10.9942
0.479,8.87224,11.0403
0.48,8.86753,11.0864
0.481,8.86281,11.1326
0.482,8.85809,11.179
0.483,8.85335,11.2254
0.484,8.8486,11.2719
0.485,8.84384,11.3186
0.486,8.83907,11.3653
0.487,8.8343,11.4121
0.488,8.82951,11.459
0.489,8.82471,11.506
0.49,8.81991,11.5531
0.491,8.81509,11.6003
0.492,8.81026,11.6476
0.493,8.80543,11.695
0.494,8.80058,11.7425
0.495,8.79572,11.7901
0.496,8.79086,11.8378
0.497,8.78598,11.8856
0.498,8.7811,11.9335
0.499,8.7762,11.9814
0.5,8.7713,12.0295
0.501,8.76638,12.0777
0.502,8.76146,12.1259
0.503,8.75652,12.1743
0.504,8.75158,12.2228
0.505,8.74663,12.2713
0.506,8.74166,12.32
0.507,8.73669,12.3687
0.508,8.7317,12.4175
0.509,8.72671,12.4665
0.51,8.72171,12.5155
0.511,8.7167,12.5646
0.512,8.71167,12.6139
0.513,8.70664,12.6632
0.514,8.7016,12.7126
0.515,8.69655,12.7621
0.516,8.69148,12.8117
0.517,8.68641,12.8614
0.518,8.68133,12.9112
0.519,8.67624,12.9611
0.52,8.67114,13.0111
0.521,8.66603,13.0612
0.522,8.66091,13.1114
0.523,8.65577,13.1617
0.524,8.65063,13.2121
0.525,8.64548,13.2625
0.526,8.64032,13.3131
0.527,8.63515,13.3638
0.528,8.62997,13.4145
0.529,8.62479,13.4654
0.53,8.61959,13.5164
0.531,8.61438,13.5674
0.532,8.60916,13.6186
0.533,8.60393,13.6698
0.534,8.59869,13.7212
0.535,8.59344,13.7726
0.536,8.58818,13.8241
0.537,8.58292,13.8758
0.538,8.57764,13.9275
0.539,8.57235,13.9793
0.54,8.56705,14.0312
0.541,8.56175,14.0832
0.542,8.55643,14.1354
0.543,8.5511,14.1876
0.544,8.54577,14.2399
0.545,8.54042,14.2923
0.546,8.53506,14.3448
0.547,8.5297,14.3974
0.548,8.52432,14.45
0.549,8.51894,14.5028
0.55,8.51354,14.5557
0.551,8.50813,14.6087
0.552,8.50272,14.6618
0.553,8.49729,14.7149
0.554,8.49186,14.7682
0.555,8.48642,14.8216
0.556,8.48096,14.875
0.557,8.4755,14.9286
0.558,8.47002,14.9822
0.559,8.46454,15.036
0.56,8.45905,15.0898
0.561,8.45354,15.1438
0.562,8.44803,15.1978
0.563,8.44251,15.2519
0.564,8.43697,15.3062
0.565,8.43143,15.3605
0.566,8.42588,15.4149
0.567,8.42032,15.4694
0.568,8.41474,15.524
0.569,8.40916,15.5787
0.57,8.40357,15.6336
0.571,8.39797,15.6885
0.572,8.39236,15.7435
0.573,8.38674,15.7986
0.574,8.3811,15.8537
0.575,8.37546,15.909
0.576,8.36981,15.9644
0.577,8.36415,16.0199
0.578,8.35848,16.0755
0.579,8.3528,16.1311
0.58,8.34711,16.1869
0.581,8.34141,16.2428
0.582,8.3357,16.2987
0.583,8.32998,16.3548
0.584,8.32426,16.4109
0.585,8.31852,16.4672
0.586,8.31277,16.5235
0.587,8.30701,16.58
0.588,8.30124,16.6365
0.589,8.29546,16.6932
0.59,8.28968,16.7499
0.591,8.28388,16.8067
0.592,8.27807,16.8636
0.593,8.27225,16.9207
0.594,8.26643,16.9778
0.595,8.26059,17.035
0.596,8.25474,17.0923
0.597,8.24889,17.1497
0.598,8.24302,17.2072
0.599,8.23714,17.2648
0.6,8.23126,17.3225
0.601,8.22536,17.3803
0.602,8.21946,17.4382
0.603,8.21354,17.4962
0.604,8.20761,17.5542
0.605,8.20168,17.6124
0.606,8.19573,17.6707
0.607,8.18978,17.729
0.608,8.18382,17.7875
0.609,8.17784,17.8461
0.61,8.17186,17.9047
0.611,8.16586,17.9635
0.612,8.15986,18.0223
0.613,8.15385,18.0813
0.614,8.14782,18.1403
0.615,8.14179,18.1994
0.616,8.13575,18.2587
0.617,8.12969,18.318
0.618,8.12363,18.3774
0.619,8.11756,18.437
0.62,8.11148,18.4966
0.621,8.10538,18.5563
0.622,8.09928,18.6161
0.623,8.09317,18.676
0.624,8.08705,18.736
0.625,8.08092,18.7961
0.626,8.07478,18.8563
0.627,8.06863,18.9166
0.628,8.06247,18.977
0.629,8.0563,19.0375
0.63,8.05012,19.0981
0.631,8.04393,19.1587
0.632,8.03773,19.2195
0.633,8.03152,19.2804
0.634,8.0253,19.3413
0.635,8.01907,19.4024
0.636,8.01283,19.4636
0.637,8.00658,19.5248
0.638,8.00032,19.5862
0.639,7.99405,19.6476
0.64,7.98777,19.7092
0.641,7.98148,19.7708
0.642,7.97519,19.8325
0.643,7.96888,19.8944
0.644,7.96256,19.9563
0.645,7.95623,20.0183
0.646,7.9499,20.0804
0.647,7.94355,20.1426
0.648,7.93719,20.205
0.649,7.93083,20.2674
0.65,7.92445,20.3299
0.651,7.91806,20.3925
0.652,7.91167,20.4552
0.653,7.90526,20.518
0.654,7.89885,20.5809
0.655,7.89242,20.6438
0.656,7.88598,20.7069
0.657,7.87954,20.7701
0.658,7.87308,20.8334
0.659,7.86662,20.8968
0.66,7.86014,20.9602
0.661,7.85366,21.0238
0.662,7.84717,21.0874
0.663,7.84066,21.1512
0.664,7.83415,21.2151
0.665,7.82762,21.279
0.666,7.82109,21.343
0.667,7.81455,21.4072
0.668,7.80799,21.4714
0.669,7.80143,21.5358
0.67,7.79486,21.6002
0.671,7.78828,21.6647
0.672,7.78168,21.7293
0.673,7.77508,21.7941
0.674,7.76847,21.8589
0.675,7.76185,21.9238
0.676,7.75522,21.9888
0.677,7.74858,22.0539
0.678,7.74192,22.1191
0.679,7.73526,22.1844
0.68,7.72859,22.2498
0.681,7.72191,22.3153
0.682,7.71522,22.3809
0.683,7.70852,22.4465
0.684,7.70181,22.5123
0.685,7.69509,22.5782
0.686,7.68836,22.6442
0.687,7.68162,22.7102
0.688,7.67487,22.7764
0.689,7.66811,22.8426
0.69,7.66135,22.909
0.691,7.65457,22.9755
0.692,7.64778,23.042
0.693,7.64098,23.1086
0.694,7.63417,23.1754
0.695,7.62735,23.2422
0.696,7.62053,23.3092
0.697,7.61369,23.3762
0.698,7.60684,23.4433
0.699,7.59998,23.5105
0.7,7.59312,23.5778
0.701,7.58624,23.6453
0.702,7.57935,23.7128
0.703,7.57246,23.7804
0.704,7.56555,23.8481
0.705,7.55863,23.9159
0.706,7.55171,23.9838
0.707,7.54477,24.0518
0.708,7.53783,24.1198
0.709,7.53087,24.188
0.71,7.52391,24.2563
0.711,7.51693,24.3247
0.712,7.50995,24.3932
0.713,7.50295,24.4617
0.714,7.49595,24.5304
0.715,7.48893,24.5992
0.716,7.48191,24.668
0.717,7.47488,24.737
0.718,7.46783,24.806
0.719,7.46078,24.8752
0.72,7.45372,24.9444
0.721,7.44664,25.0137
0.722,7.43956,25.0832
0.723,7.43247,25.1527
0.724,7.42537,25.2223
0.725,7.41825,25.2921
0.726,7.41113,25.3619
0.727,7.404,25.4318
0.728,7.39686,25.5018
0.729,7.38971,25.5719
0.73,7.38254,25.6421
0.731,7.37537,25.7124
0.732,7.36819,25.7828
0.733,7.361,25.8533
0.734,7.3538,25.9239
0.735,7.34659,25.9946
0.736,7.33937,26.0654
0.737,7.33214,26.1362
0.738,7.3249,26.2072
0.739,7.31765,26.2783
0.74,7.31039,26.3494
0.741,7.30312,26.4207
0.742,7.29584,26.4921
0.743,7.28856,26.5635
0.744,7.28126,26.6351
0.745,7.27395,26.7067
0.746,7.26663,26.7785
0.747,7.2593,26.8503
0.748,7.25196,26.9222
0.749,7.24462,26.9943
0.75,7.23726,27.0664
0.751,7.22989,27.1386
0.752,7.22251,27.2109
0.753,7.21513,27.2834
0.754,7.20773,27.3559
0.755,7.20032,27.4285
0.756,7.19291,27.5012
0.757,7.18548,27.574
0.758,7.17805,27.6469
0.759,7.1706,27.7199
0.76,7.16314,27.793
0.761,7.15568,27.8662
0.762,7.1482,27.9395
0.763,7.14072,28.0128
0.764,7.13322,28.0863
0.765,7.12572,28.1599
0.766,7.1182,28.2336
0.767,7.11068,28.3073
0.768,7.10315,28.3812
0.769,7.0956,28.4551
0.77,7.08805,28.5292
0.771,7.08049,28.6033
0.772,7.07291,28.6776
0.773,7.06533,28.7519
0.774,7.05774,28.8264
0.775,7.05013,28.9009
0.776,7.04252,28.9755
0.777,7.0349,29.0503
0.778,7.02727,29.1251
0.779,7.01962,29.2
0.78,7.01197,29.275
0.781,7.00431,29.3501
0.782,6.99664,29.4253
0.783,6.98896,29.5006
0.784,6.98127,29.576
0.785,6.97357,29.6515
0.786,6.96586,29.7271
0.787,6.95813,29.8028
0.788,6.9504,29.8786
0.789,6.94266,29.9545
0.79,6.93491,30.0305
0.791,6.92715,30.1065
0.792,6.91939,30.1827
0.793,6.91161,30.259
0.794,6.90382,30.3354
0.795,6.89602,30.4118
0.796,6.88821,30.4884
0.797,6.88039,30.565
0.798,6.87256,30.6418
0.799,6.86472,30.7186
0.8,6.85688,30.7956
0.801,6.84902,30.8726
0.802,6.84115,30.9497
0.803,6.83327,31.027
0.804,6.82539,31.1043
0.805,6.81749,31.1817
0.806,6.80958,31.2592
0.807,6.80167,31.3368
0.808,6.79374,31.4145
0.809,6.7858,31.4923
0.81,6.77786,31.5703
0.811,6.7699,31.6483
0.812,6.76193,31.7263
0.813,6.75396,31.8045
0.814,6.74597,31.8828
0.815,6.73798,31.9612
0.816,6.72997,32.0397
0.817,6.72196,32.1183
0.818,6.71393,32.1969
0.819,6.7059,32.2757
0.82,6.69786,32.3546
0.821,6.6898,32.4335
0.822,6.68174,32.5126
0.823,6.67366,32.5918
0.824,6.66558,32.671
0.825,6.65749,32.7503
0.826,6.64938,32.8298
0.827,6.64127,32.9093
0.828,6.63315,32.989
0.829,6.62502,33.0687
0.83,6.61687,33.1485
0.831,6.60872,33.2284
0.832,6.60056,33.3085
0.833,6.59239,33.3886
0.834,6.58421,33.4688
0.835,6.57602,33.5491
0.836,6.56781,33.6295
0.837,6.5596,33.71
0.838,6.55138,33.7906
0.839,6.54315,33.8713
0.84,6.53491,33.9521
0.841,6.52666,34.033
0.842,6.5184,34.114
0.843,6.51013,34.195
0.844,6.50185,34.2762
0.845,6.49356,34.3575
0.846,6.48526,34.4389
0.847,6.47695,34.5203
0.848,6.46864,34.6019
0.849,6.46031,34.6835
0.85,6.45197,34.7653
0.851,6.44362,34.8471
0.852,6.43526,34.9291
0.853,6.42689,35.0111
0.854,6.41852,35.0933
0.855,6.41013,35.1755
0.856,6.40173,35.2578
0.857,6.39332,35.3403
0.858,6.38491,35.4228
0.859,6.37648,35.5054
0.86,6.36804,35.5881
0.861,6.3596,35.6709
0.862,6.35114,35.7538
0.863,6.34268,35.8368
0.864,6.3342,35.9199
0.865,6.32571,36.0031
0.866,6.31722,36.0864
0.867,6.30871,36.1698
0.868,6.3002,36.2533
0.869,6.29167,36.3369
0.87,6.28314,36.4206
0.871,6.27459,36.5043
0.872,6.26604,36.5882
0.873,6.25748,36.6722
0.874,6.2489,36.7562
0.875,6.24032,36.8404
0.876,6.23172,36.9246
0.877,6.22312,37.009
0.878,6.21451,37.0934
0.879,6.20588,37.178
0.88,6.19725,37.2626
0.881,6.18861,37.3474
0.882,6.17996,37.4322
0.883,6.17129,37.5171
0.884,6.16262,37.6021
0.885,6.15394,37.6873
0.886,6.14525,37.7725
0.887,6.13655,37.8578
0.888,6.12784,37.9432
0.889,6.11911,38.0287
0.89,6.11038,38.1143
0.891,6.10164,38.2
0.892,6.09289,38.2858
0.893,6.08413,38.3717
0.894,6.07536,38.4577
0.895,6.06658,38.5438
0.896,6.05779,38.6299
0.897,6.04899,38.7162
0.898,6.04018,38.8026
0.899,6.03136,38.8891
0.9,6.02254,38.9756
0.901,6.0137,39.0623
0.902,6.00485,39.149
0.903,5.99599,39.2359
0.904,5.98712,39.3228
0.905,5.97824,39.4099
0.906,5.96936,39.497
0.907,5.96046,39.5843
0.908,5.95155,39.6716
0.909,5.94263,39.759
0.91,5.93371,39.8466
0.911,5.92477,39.9342
0.912,5.91582,40.0219
0.913,5.90687,40.1097
0.914,5.8979,40.1976
0.915,5.88892,40.2856
0.916,5.87994,40.3737
0.917,5.87094,40.4619
0.918,5.86194,40.5502
0.919,5.85292,40.6386
0.92,5.8439,40.7271
0.921,5.83486,40.8157
0.922,5.82582,40.9044
0.923,5.81676,40.9932
0.924,5.8077,41.082
0.925,5.79862,41.171
0.926,5.78954,41.2601
0.927,5.78044,41.3492
0.928,5.77134,41.4385
0.929,5.76223,41.5278
0.93,5.7531,41.6173
0.931,5.74397,41.7068
0.932,5.73483,41.7965
0.933,5.72568,41.8862
0.934,5.71651,41.9761
0.935,5.70734,42.066
0.936,5.69816,42.156
0.937,5.68897,42.2462
0.938,5.67976,42.3364
0.939,5.67055,42.4267
0.94,5.66133,42.5171
0.941,5.6521,42.6076
0.942,5.64286,42.6982
0.943,5.63361,42.7889
0.944,5.62435,42.8797
0.945,5.61508,42.9706
0.946,5.6058,43.0616
0.947,5.59651,43.1527
0.948,5.58721,43.2439
0.949,5.5779,43.3352
0.95,5.56858,43.4265
0.951,5.55925,43.518
0.952,5.54991,43.6096
0.953,5.54056,43.7012
0.954,5.5312,43.793
0.955,5.52183,43.8849
0.956,5.51245,43.9768
0.957,5.50307,44.0689
0.958,5.49367,44.161
0.959,5.48426,44.2533
0.96,5.47484,44.3456
0.961,5.46542,44.438
0.962,5.45598,44.5306
0.963,5.44653,44.6232
0.964,5.43707,44.7159
0.965,5.42761,44.8087
0.966,5.41813,44.9016
0.967,5.40865,44.9947
0.968,5.39915,45.0878
0.969,5.38964,45.181
0.97,5.38013,45.2743
0.971,5.3706,45.3677
0.972,5.36107,45.4612
0.973,5.35152,45.5548
0.974,5.34197,45.6484
0.975,5.3324,45.7422
0.976,5.32283,45.8361
0.977,5.31324,45.9301
0.978,5.30365,46.0241
0.979,5.29404,46.1183
0.98,5.28443,46.2126
0.981,5.27481,46.3069
0.982,5.26517,46.4014
0.983,5.25553,46.4959
0.984,5.24588,46.5906
0.985,5.23621,46.6853
0.986,5.22654,46.7802
0.987,5.21686,46.8751
0.988,5.20717,46.9701
0.989,5.19747,47.0653
0.99,5.18775,47.1605
0.991,5.17803,47.2558
0.992,5.1683,47.3512
0.993,5.15856,47.4468
0.994,5.14881,47.5424
0.995,5.13905,47.6381
0.996,5.12928,47.7339
0.997,5.1195,47.8298
0.998,5.10971,47.9258
0.999,5.09991,48.0219
1,5.0901,48.118
